"","danceability","energy","loudness","tempo","valence"
"13445",0.64,0.488,-9.773,180.007,0.469
"13446",0.551,0.725,-7.619,99.919,0.692
"13447",0.567,0.199,-9.601,83.827,0.329
"13448",0.733,0.262,-13.766,135.497,0.444
"13449",0.763,0.52,-8.53,105.02,0.521
"13450",0.703,0.625,-7.665,122.952,0.323
"13451",0.381,0.419,-10.626,75.988,0.438
"13452",0.783,0.546,-11.422,108.017,0.581
"13453",0.561,0.602,-9.396,104.184,0.0398
"13454",0.613,0.427,-8.324,82.523,0.467
"13455",0.617,0.589,-12.767,125.058,0.0301
"13456",0.871,0.55,-6.113,96.018,0.448
"13457",0.879,0.58,-8.025,104.981,0.348
"13458",0.631,0.811,-3.749,90.248,0.881
"13459",0.815,0.219,-12.898,119.977,0.162
"13460",0.605,0.441,-7.85,82.119,0.695
"13461",0.542,0.468,-7.796,130.829,0.252
"13462",0.794,0.368,-12.725,140.063,0.775
"13463",0.736,0.468,-6.116,75.599,0.678
"13464",0.837,0.462,-7.817,102.048,0.761
"13465",0.472,0.357,-10.09,121.89,0.0532
"13466",0.721,0.792,-5.42,93.967,0.874
"13467",0.601,0.508,-8.231,170.042,0.64
"13468",0.731,0.881,-4.318,103.129,0.612
"13469",0.835,0.569,-5.814,125.069,0.745
"13470",0.72,0.612,-8.525,120.009,0.4
"13471",0.697,0.779,-5.199,95.032,0.21
"13472",0.714,0.741,-6.276,104.97,0.652
"13473",0.647,0.815,-5.977,166.286,0.748
"13474",0.761,0.701,-4.006,99.982,0.786
"13475",0.688,0.461,-7.669,130.111,0.278
"13476",0.577,0.931,-3.103,179.939,0.762
"13477",0.59,0.622,-9.555,85.959,0.659
"13478",0.822,0.726,-5.599,119.984,0.964
"13479",0.672,0.717,-4.242,88.02,0.962
"13480",0.676,0.676,-4.563,90.039,0.824
"13481",0.575,0.678,-8.502,152.082,0.607
"13482",0.478,0.308,-8.099,183.319,0.311
"13483",0.534,0.888,-6.327,101.989,0.624
"13484",0.723,0.684,-6.252,112.995,0.861
"13485",0.554,0.512,-7.33,138.978,0.42
"13486",0.495,0.587,-5.353,139.837,0.265
"13487",0.622,0.334,-8.498,139.724,0.385
"13488",0.594,0.772,-5.039,97.112,0.673
"13489",0.537,0.576,-6.836,97.878,0.14
"13490",0.537,0.698,-4.821,176.203,0.695
"13491",0.75,0.6,-5.518,126.003,0.701
"13492",0.718,0.693,-8.227,97.974,0.755
"13493",0.391,0.549,-4.563,98.868,0.317
"13494",0.642,0.501,-7.031,131.986,0.667
"13495",0.903,0.35,-10.96,114.965,0.41
"13496",0.624,0.793,-6.37,104.94,0.751
"13497",0.737,0.561,-6.229,90.038,0.609
"13498",0.502,0.242,-10.61,138.821,0.314
"13499",0.782,0.691,-6.848,122.022,0.861
"13500",0.591,0.549,-5.476,97.51,0.561
"13501",0.644,0.822,-5.687,131.952,0.964
"13502",0.543,0.61,-7.988,114.702,0.291
"13503",0.682,0.843,-5.917,104.977,0.43
"13504",0.418,0.655,-6.112,73.825,0.376
"13505",0.794,0.71,-7.667,119.999,0.965
"13506",0.64,0.48,-8.326,91.997,0.569
"13507",0.596,0.732,-4.558,158.575,0.618
"13508",0.72,0.824,-4.887,101,0.572
"13509",0.649,0.524,-9.301,130.982,0.43
"13510",0.628,0.671,-6.877,123.047,0.575
"13511",0.752,0.807,-4.906,107.958,0.858
"13512",0.711,0.528,-7.341,110.162,0.656
"13513",0.27,0.536,-6.205,155.186,0.328
"13514",0.638,0.79,-5.05,103.997,0.885
"13515",0.392,0.475,-7.981,129.961,0.474
"13516",0.605,0.667,-8.145,89.989,0.644
"13517",0.565,0.369,-6.518,111.057,0.229
"13518",0.655,0.456,-12.752,141.056,0.707
"13519",0.331,0.579,-5.703,102.733,0.275
"13520",0.787,0.497,-8.181,130.026,0.659
"13521",0.729,0.572,-7.363,126.981,0.852
"13522",0.687,0.785,-4.522,160.042,0.753
"13523",0.753,0.837,-4.304,95.02,0.755
"13524",0.773,0.725,-5.614,99.018,0.769
"13525",0.628,0.484,-6.08,100.898,0.399
"13526",0.57,0.842,-5.765,104.986,0.522
"13527",0.688,0.723,-7.009,155.856,0.759
"13528",0.706,0.759,-5.873,112.014,0.792
"13529",0.672,0.779,-5.249,97.017,0.725
"13530",0.757,0.733,-3.936,98.041,0.535
"13531",0.604,0.742,-7.425,93.937,0.532
"13532",0.718,0.702,-5.664,104,0.931
"13533",0.644,0.493,-7.311,122.999,0.189
"13534",0.766,0.479,-7.39,97.995,0.408
"13535",0.704,0.629,-4.457,117.032,0.692
"13536",0.666,0.426,-9.228,159.963,0.587
"13537",0.506,0.693,-7.265,139.912,0.221
"13538",0.691,0.716,-5.985,112.035,0.507
"13539",0.665,0.699,-5.265,124.896,0.585
"13540",0.666,0.728,-5.808,122.996,0.51
"13541",0.694,0.63,-6.84,90.045,0.341
"13542",0.757,0.849,-3.424,150.036,0.826
"13543",0.575,0.571,-7.906,105.049,0.449
"13544",0.68,0.738,-4.881,105.015,0.675
"13545",0.709,0.819,-3.399,123.052,0.332
"13546",0.673,0.71,-6.744,110.017,0.54
"13547",0.541,0.703,-5.573,94.858,0.238
"13548",0.644,0.674,-4.929,74.952,0.459
"13549",0.442,0.585,-10.332,97.565,0.116
"13550",0.739,0.471,-8.456,90.002,0.31
"13551",0.636,0.63,-6.396,104.845,0.454
"13552",0.687,0.766,-6.08,94.973,0.303
"13553",0.425,0.642,-5.06,170.008,0.112
"13554",0.827,0.613,-5.34,137.96,0.747
"13555",0.767,0.805,-4.472,104.99,0.57
"13556",0.822,0.611,-5.448,105.052,0.567
"13557",0.617,0.732,-6.737,84.977,0.723
"13558",0.588,0.67,-6.439,118.159,0.505
"13559",0.745,0.477,-7.706,136.055,0.454
"13560",0.709,0.857,-3.394,126.038,0.446
"13561",0.598,0.727,-5.78,140.057,0.372
"13562",0.562,0.612,-5.204,91.655,0.215
"13563",0.661,0.506,-10.158,118.073,0.345
"13564",0.701,0.512,-6.869,91.947,0.663
"13565",0.842,0.666,-2.662,123.957,0.799
"13566",0.529,0.817,-4.05,77.053,0.299
"13567",0.724,0.812,-4.54,109.996,0.671
"13568",0.689,0.365,-10.912,163.985,0.285
"13569",0.276,0.283,-8.588,172.942,0.222
"13570",0.673,0.836,-4.574,91.044,0.635
"13571",0.793,0.697,-5.528,109.995,0.562
"13572",0.694,0.77,-5.335,125.905,0.163
"13573",0.708,0.868,-3.287,124.994,0.72
"13574",0.675,0.849,-3.841,100.111,0.681
"13575",0.781,0.768,-5.991,123.07,0.486
"13576",0.662,0.677,-6.371,99.017,0.347
"13577",0.29,0.889,-2.611,98.835,0.651
"13578",0.672,0.735,-4.733,115.741,0.754
"13579",0.423,0.857,-3.441,180.01,0.655
"13580",0.414,0.486,-6.431,128.038,0.368
"13581",0.755,0.622,-3.521,79.996,0.447
"13582",0.589,0.603,-5.517,76.874,0.456
"13583",0.641,0.75,-4.935,147.956,0.634
"13584",0.699,0.855,-2.728,124.947,0.726
"13585",0.586,0.567,-8.832,132.027,0.383
"13586",0.586,0.564,-5.573,172.037,0.161
"13587",0.757,0.832,-3.318,125.894,0.386
"13588",0.674,0.653,-3.992,112.011,0.478
"13589",0.669,0.574,-6.442,120.013,0.273
"13590",0.404,0.531,-4.328,164.848,0.321
"13591",0.619,0.938,-5.245,94.38,0.601
"13592",0.531,0.499,-8.793,118.059,0.182
"13593",0.779,0.785,-2.244,143.933,0.748
"13594",0.604,0.724,-4.532,180.097,0.419
"13595",0.61,0.645,-5.737,126.077,0.4
"13596",0.678,0.729,-4.188,99.895,0.643
"13597",0.818,0.54,-6.35,97.064,0.174
"13598",0.757,0.501,-5.593,89.931,0.91
"13599",0.841,0.798,-4.206,95.948,0.591
"13600",0.755,0.625,-7.114,147.02,0.374
"13601",0.547,0.289,-8.131,104.851,0.213
"13602",0.659,0.712,-5.61,101.034,0.202
"13603",0.494,0.637,-6.381,147.924,0.1
"13604",0.694,0.63,-6.84,90.045,0.341
"13605",0.437,0.719,-4.569,169.976,0.284
"13606",0.531,0.854,-3.149,94.419,0.456
"13607",0.694,0.852,-5.34,107.178,0.377
"13608",0.665,0.699,-5.265,124.896,0.585
"13609",0.76,0.603,-5.898,97.887,0.515
"13610",0.752,0.488,-7.05,136.041,0.533
"13611",0.719,0.704,-4.724,133.002,0.628
"13612",0.498,0.104,-14.08,124.001,0.205
"13613",0.412,0.839,-4.222,116.854,0.523
"13614",0.578,0.694,-5.351,129.921,0.268
"13615",0.637,0.856,-5.649,160.068,0.285
"13616",0.568,0.401,-6.341,95.796,0.296
"13617",0.815,0.518,-6.594,151.891,0.877
"13618",0.575,0.571,-7.906,105.049,0.449
"13619",0.354,0.206,-11.799,139.056,0.202
"13620",0.598,0.891,-3.458,202.039,0.942
"13621",0.583,0.662,-6.025,150.305,0.636
"13622",0.703,0.748,-6.047,111.943,0.625
"13623",0.745,0.719,-4.291,99.962,0.611
"13624",0.749,0.723,-6.609,108.999,0.674
"13625",0.667,0.478,-5.345,113.502,0.337
"13626",0.598,0.727,-5.78,140.057,0.372
"13627",0.656,0.542,-7.358,166.11,0.551
"13628",0.404,0.531,-4.328,164.848,0.321
"13629",0.757,0.849,-3.424,150.036,0.826
"13630",0.783,0.465,-7.335,138.038,0.48
"13631",0.603,0.554,-4.381,111.989,0.354
"13632",0.719,0.703,-4.93,101.984,0.72
"13633",0.666,0.426,-9.228,159.963,0.587
"13634",0.73,0.934,-3.995,122.018,0.758
"13635",0.717,0.605,-5.68,81.047,0.387
"13636",0.759,0.498,-10.615,126.972,0.244
"13637",0.786,0.764,-2.935,90.979,0.913
"13638",0.758,0.597,-5.564,87.749,0.679
"13639",0.798,0.867,-5.971,109.04,0.668
"13640",0.8,0.709,-5.834,127.438,0.388
"13641",0.624,0.459,-6.035,119.048,0.122
"13642",0.826,0.615,-7.979,98.056,0.543
"13643",0.747,0.586,-5.774,91.995,0.783
"13644",0.739,0.742,-4.586,124.016,0.659
"13645",0.657,0.569,-6.287,102.054,0.399
"13646",0.652,0.897,-4.481,114.033,0.475
"13647",0.641,0.841,-3.916,76.957,0.523
"13648",0.553,0.502,-5.972,129.976,0.296
"13649",0.774,0.45,-6.86,90.055,0.648
"13650",0.499,0.638,-6.145,89.98,0.253
"13651",0.402,0.75,-6.607,146.223,0.502
"13652",0.417,0.673,-7.719,108.994,0.314
"13653",0.399,0.646,-6.991,173.459,0.243
"13654",0.635,0.679,-7.374,117.867,0.239
"13655",0.733,0.589,-5.303,91.003,0.651
"13656",0.646,0.371,-8.645,81.096,0.24
"13657",0.716,0.729,-6.313,131.975,0.276
"13658",0.677,0.592,-8.87,119.901,0.317
"13659",0.9,0.316,-8.797,129.914,0.844
"13660",0.799,0.373,-8.999,98.035,0.534
"13661",0.755,0.652,-6.406,158.119,0.486
"13662",0.843,0.58,-4.271,98.023,0.638
"13663",0.734,0.724,-6.935,101.967,0.501
"13664",0.629,0.596,-4.44,172.032,0.649
"13665",0.798,0.175,-12.603,93.994,0.633
"13666",0.554,0.667,-9.343,100.017,0.281
"13667",0.749,0.752,-4.883,180.049,0.901
"13668",0.573,0.584,-6.574,114.841,0.0805
"13669",0.543,0.682,-5.81,179.972,0.424
"13670",0.856,0.462,-7.478,108.012,0.714
"13671",0.9,0.653,-6.962,112.503,0.399
"13672",0.746,0.703,-4.179,166.043,0.667
"13673",0.631,0.44,-5.948,136.033,0.418
"13674",0.678,0.729,-4.188,99.895,0.643
"13675",0.763,0.572,-7.312,151.93,0.25
"13676",0.719,0.704,-4.724,133.002,0.628
"13677",0.578,0.694,-5.351,129.921,0.268
"13678",0.767,0.543,-7.881,106.029,0.485
"13679",0.749,0.723,-6.609,108.999,0.674
"13680",0.55,0.415,-6.557,172.065,0.274
"13681",0.437,0.719,-4.569,169.976,0.284
"13682",0.572,0.691,-4.783,92.082,0.318
"13683",0.607,0.478,-5.702,88.979,0.255
"13684",0.515,0.479,-7.458,88.964,0.284
"13685",0.531,0.854,-3.149,94.419,0.456
"13686",0.579,0.904,-2.729,82.014,0.681
"13687",0.596,0.854,-5.114,120.274,0.152
"13688",0.659,0.738,-5.072,127.95,0.481
"13689",0.588,0.67,-6.439,118.159,0.505
"13690",0.451,0.528,-6.984,139.28,0.527
"13691",0.63,0.694,-6.257,97.005,0.216
"13692",0.956,0.544,-6.41,104.011,0.127
"13693",0.503,0.741,-5.128,88.335,0.458
"13694",0.752,0.764,-4.399,121.958,0.582
"13695",0.584,0.679,-5.17,102.039,0.175
"13696",0.74,0.669,-5.199,122.007,0.536
"13697",0.851,0.541,-6.825,124.959,0.448
"13698",0.604,0.673,-5.979,144.971,0.287
"13699",0.578,0.862,-3.059,100.049,0.547
"13700",0.622,0.709,-7.32,140.018,0.488
"13701",0.741,0.555,-8.087,119.971,0.447
"13702",0.627,0.693,-4.382,129.801,0.245
"13703",0.75,0.404,-10.178,95.045,0.0499
"13704",0.448,0.612,-6.106,97.773,0.213
"13705",0.781,0.768,-5.991,123.07,0.486
"13706",0.552,0.76,-4.706,135.702,0.639
"13707",0.752,0.488,-7.05,136.041,0.533
"13708",0.818,0.54,-6.35,97.064,0.174
"13709",0.757,0.501,-5.593,89.931,0.91
"13710",0.739,0.742,-4.586,124.016,0.659
"13711",0.498,0.104,-14.08,124.001,0.205
"13712",0.494,0.637,-6.381,147.924,0.1
"13713",0.693,0.752,-4.599,86.039,0.536
"13714",0.631,0.624,-5.504,179.925,0.392
"13715",0.703,0.868,-4.661,121.03,0.733
"13716",0.661,0.725,-4.859,119.927,0.605
"13717",0.665,0.287,-14.923,133.924,0.386
"13718",0.81,0.759,-3.029,104.993,0.615
"13719",0.631,0.599,-6.137,170.122,0.727
"13720",0.811,0.447,-6.55,99.995,0.694
"13721",0.663,0.708,-4.154,103.073,0.742
"13722",0.684,0.619,-7.005,125.046,0.284
"13723",0.661,0.762,-4.307,101.99,0.583
"13724",0.739,0.742,-4.586,124.016,0.659
"13725",0.607,0.74,-4.793,108.05,0.219
"13726",0.737,0.514,-6.238,94.048,0.449
"13727",0.746,0.703,-4.179,166.043,0.667
"13728",0.6,0.535,-7.043,71.912,0.269
"13729",0.677,0.592,-8.87,119.901,0.317
"13730",0.723,0.74,-4.536,106.993,0.58
"13731",0.697,0.552,-10.271,75.235,0.278
"13732",0.497,0.486,-5.89,93.955,0.668
"13733",0.402,0.75,-6.607,146.223,0.502
"13734",0.749,0.419,-9.41,120.166,0.279
"13735",0.688,0.699,-5,94.935,0.385
"13736",0.839,0.63,-7.047,106,0.393
"13737",0.927,0.563,-5.827,103.312,0.842
"13738",0.898,0.51,-6.392,112.022,0.758
"13739",0.741,0.755,-5.272,141.92,0.874
"13740",0.612,0.715,-4.276,107.598,0.812
"13741",0.767,0.488,-5.524,93.014,0.429
"13742",0.56,0.869,-2.391,190.036,0.866
"13743",0.667,0.478,-5.345,113.502,0.337
"13744",0.77,0.792,-7.755,123.972,0.47
"13745",0.817,0.635,-5.719,103.029,0.777
"13746",0.552,0.833,-4.895,192.012,0.627
"13747",0.601,0.674,-5.638,180.055,0.596
"13748",0.543,0.89,-2.944,144.995,0.769
"13749",0.679,0.649,-2.202,100.044,0.865
"13750",0.721,0.427,-8.168,100.994,0.423
"13751",0.498,0.418,-6.294,190.078,0.796
"13752",0.637,0.783,-5.228,133.164,0.371
"13753",0.695,0.679,-6.576,95.997,0.79
"13754",0.793,0.648,-5.526,104.944,0.395
"13755",0.831,0.593,-6.542,100.977,0.385
"13756",0.739,0.801,-8.774,149.798,0.744
"13757",0.638,0.642,-4.422,165.984,0.676
"13758",0.791,0.574,-8.052,100.014,0.92
"13759",0.664,0.543,-8.067,159.889,0.468
"13760",0.663,0.673,-6.152,98,0.279
"13761",0.379,0.478,-9,120.115,0.109
"13762",0.493,0.541,-6.972,170.105,0.359
"13763",0.536,0.426,-10.446,135.872,0.375
"13764",0.837,0.603,-6.263,113.937,0.726
"13765",0.721,0.602,-7.15,77.493,0.402
"13766",0.445,0.396,-6.302,94.921,0.458
"13767",0.704,0.664,-3.209,99.963,0.533
"13768",0.675,0.72,-4.768,168.039,0.593
"13769",0.64,0.817,-4.291,135.054,0.534
"13770",0.71,0.829,-5.33,110.043,0.473
"13771",0.91,0.401,-9.552,135.994,0.824
"13772",0.702,0.649,-5.324,94.119,0.718
"13773",0.591,0.691,-4.891,95.999,0.209
"13774",0.687,0.551,-5.212,142.009,0.147
"13775",0.837,0.649,-5.26,164.002,0.948
"13776",0.784,0.497,-7.74,74.974,0.535
"13777",0.498,0.755,-4.862,123.63,0.442
"13778",0.729,0.763,-6.214,93.041,0.41
"13779",0.786,0.593,-8.254,109.993,0.544
"13780",0.816,0.653,-5.87,123.022,0.631
"13781",0.761,0.447,-6.547,114.088,0.404
"13782",0.827,0.717,-5.264,121.049,0.537
"13783",0.646,0.823,-4.123,128.035,0.418
"13784",0.699,0.883,-3.226,127.961,0.499
"13785",0.742,0.838,-2.758,128.022,0.694
"13786",0.58,0.846,-2.876,129.998,0.366
"13787",0.635,0.9,-3.719,127.978,0.15
"13788",0.749,0.771,-4.121,127.981,0.515
"13789",0.687,0.702,-5.324,129.956,0.284
"13790",0.578,0.866,-3.804,128.038,0.619
"13791",0.691,0.929,-2.73,130.899,0.574
"13792",0.783,0.686,-6.973,127.981,0.831
"13793",0.599,0.803,-3.641,126.057,0.233
"13794",0.577,0.741,-3.83,128.081,0.581
"13795",0.507,0.799,-3.718,127.943,0.623
"13796",0.573,0.929,-3.942,127.934,0.582
"13797",0.608,0.86,-5.324,127.075,0.437
"13798",0.774,0.739,-4.022,126.002,0.823
"13799",0.656,0.692,-6.145,128.016,0.693
"13800",0.645,0.585,-6.122,131.931,0.353
"13801",0.72,0.802,-5.797,124.043,0.723
"13802",0.703,0.73,-3.595,128.017,0.589
"13803",0.581,0.963,-4.087,129.992,0.788
"13804",0.708,0.945,-3.247,127.96,0.545
"13805",0.63,0.816,-6.535,128.012,0.85
"13806",0.652,0.783,-4.239,128,0.319
"13807",0.755,0.838,-4.5,126.877,0.473
"13808",0.717,0.587,-7.296,129.954,0.544
"13809",0.64,0.857,-8.26,128.058,0.645
"13810",0.604,0.699,-5.805,128.056,0.367
"13811",0.7,0.611,-5.938,129.981,0.258
"13812",0.571,0.78,-4.227,127.931,0.356
"13813",0.733,0.791,-5.599,128.007,0.477
"13814",0.736,0.704,-10.026,127.989,0.391
"13815",0.737,0.662,-7.497,128.005,0.888
"13816",0.503,0.702,-5.111,127.989,0.387
"13817",0.661,0.874,-3.326,127.968,0.428
"13818",0.732,0.828,-5.935,128.003,0.226
"13819",0.514,0.871,-2.696,128.105,0.0826
"13820",0.599,0.838,-5.16,128.854,0.847
"13821",0.262,0.881,-4.802,127.947,0.468
"13822",0.513,0.803,-3.635,127.927,0.292
"13823",0.711,0.537,-5.806,127.924,0.409
"13824",0.72,0.861,-4.339,126.991,0.669
"13825",0.689,0.594,-4.648,126.064,0.418
"13826",0.566,0.851,-3.799,126.046,0.511
"13827",0.531,0.864,-2.978,126.02,0.401
"13828",0.671,0.916,-4.014,126.01,0.803
"13829",0.714,0.905,-2.663,125.927,0.838
"13830",0.599,0.812,-5.876,125.922,0.323
"13831",0.614,0.85,-5.498,124.999,0.736
"13832",0.726,0.698,-4.165,143.994,0.867
"13833",0.499,0.806,-3.192,144.887,0.535
"13834",0.574,0.701,-6.038,145.069,0.25
"13835",0.676,0.716,-5.455,144.985,0.327
"13836",0.457,0.911,-5.52,146.394,0.572
"13837",0.416,0.849,-3.833,144.844,0.677
"13838",0.608,0.543,-6.24,144.053,0.187
"13839",0.617,0.829,-6.565,145.249,0.486
"13840",0.67,0.725,-4.185,145.123,0.312
"13841",0.756,0.589,-5.093,146.928,0.811
"13842",0.615,0.711,-5.507,144.036,0.711
"13843",0.622,0.586,-6.241,145.08,0.434
"13844",0.537,0.882,-2.306,145.729,0.81
"13845",0.556,0.902,-5.143,145.914,0.96
"13846",0.611,0.955,-5.47,144.975,0.575
"13847",0.754,0.7,-3.815,144.02,0.96
"13848",0.885,0.719,-7.002,145.515,0.85
"13849",0.696,0.673,-13.134,144.99,0.657
"13850",0.775,0.825,-5.402,139.091,0.95
"13851",0.515,0.915,-4.355,145.072,0.364
"13852",0.591,0.889,-4.818,144.983,0.807
"13853",0.638,0.839,-14.852,145.002,0.892
"13854",0.375,0.964,-6.276,144.985,0.246
"13855",0.714,0.884,-2.932,145.074,0.584
"13856",0.564,0.91,-2.393,145.953,0.675
"13857",0.697,0.817,-6.44,144.972,0.56
"13858",0.604,0.825,-5.373,144.085,0.707
"13859",0.88,0.428,-8.28,100.007,0.333
"13860",0.572,0.853,-3.203,171.297,0.102
"13861",0.467,0.564,-4.986,81.966,0.296
"13862",0.685,0.803,-4.251,107.005,0.799
"13863",0.838,0.771,-3.791,175.957,0.405
"13864",0.679,0.684,-8.559,151.748,0.755
"13865",0.501,0.851,-5.111,95.058,0.627
"13866",0.695,0.777,-2.452,135.01,0.36
"13867",0.875,0.6,-6.818,119.987,0.0906
"13868",0.797,0.844,-5.482,170.142,0.52
"13869",0.567,0.913,-6.471,93.35,0.792
"13870",0.638,0.523,-6.664,139.913,0.422
"13871",0.909,0.631,-5.447,145.968,0.394
"13872",0.892,0.483,-5.801,106.029,0.281
"13873",0.825,0.575,-4.87,153.954,0.65
"13874",0.764,0.694,-5.745,146.075,0.581
"13875",0.922,0.581,-7.495,140.022,0.595
"13876",0.69,0.638,-3.615,85.196,0.181
"13877",0.811,0.734,-6.626,150.06,0.566
"13878",0.563,0.886,-3.184,88.586,0.365
"13879",0.563,0.717,-5.186,82.064,0.427
"13880",0.502,0.786,-4.378,169.021,0.739
"13881",0.484,0.711,-3.848,102.05,0.515
"13882",0.882,0.64,-5.78,92.505,0.67
"13883",0.818,0.572,-7.085,139.968,0.236
"13884",0.653,0.805,-6.716,86.119,0.82
"13885",0.876,0.786,-4.884,153.068,0.575
"13886",0.7,0.615,-5.387,96.84,0.449
"13887",0.782,0.508,-7.153,137.954,0.356
"13888",0.653,0.573,-6.744,141.18,0.348
"13889",0.725,0.486,-9.558,104.831,0.505
"13890",0.931,0.387,-9.127,125.978,0.376
"13891",0.921,0.586,-7.77,96.042,0.657
"13892",0.792,0.454,-6.753,161.993,0.674
"13893",0.741,0.888,-3.107,145.984,0.809
"13894",0.594,0.68,-5.228,105.131,0.818
"13895",0.853,0.583,-4.563,160.026,0.365
"13896",0.489,0.829,-8.069,139.58,0.694
"13897",0.558,0.628,-8.314,101.778,0.951
"13898",0.491,0.617,-4.545,126.816,0.17
"13899",0.651,0.56,-6.525,106.116,0.578
"13900",0.635,0.544,-9.317,136.431,0.65
"13901",0.749,0.573,-6.051,129.601,0.43
"13902",0.686,0.657,-6.383,146.066,0.124
"13903",0.754,0.714,-3.724,192.104,0.788
"13904",0.597,0.922,-3.321,80.605,0.841
"13905",0.757,0.579,-3.827,99.968,0.56
"13906",0.687,0.836,-2.949,107.595,0.388
"13907",0.536,0.695,-6.196,153.727,0.245
"13908",0.839,0.572,-5.312,97.991,0.404
"13909",0.629,0.601,-7.508,199.921,0.612
"13910",0.754,0.869,-3.843,93.77,0.784
"13911",0.557,0.616,-5.99,207.983,0.734
"13912",0.878,0.437,-7.922,130.015,0.193
"13913",0.845,0.725,-3.487,161.941,0.593
"13914",0.618,0.767,-5.024,124.071,0.239
"13915",0.775,0.875,-4.593,120.989,0.501
"13916",0.694,0.77,-5.335,125.905,0.163
"13917",0.609,0.845,-5.766,119.926,0.337
"13918",0.781,0.768,-5.991,123.07,0.486
"13919",0.743,0.529,-6.187,102.048,0.438
"13920",0.877,0.658,-6.055,123.994,0.693
"13921",0.698,0.875,-4.665,115.012,0.39
"13922",0.779,0.763,-6.539,123.012,0.503
"13923",0.745,0.879,-4.134,128.082,0.917
"13924",0.675,0.849,-3.841,100.111,0.681
"13925",0.604,0.732,-3.966,119.945,0.619
"13926",0.644,0.933,-4.473,125.026,0.701
"13927",0.752,0.764,-4.399,121.958,0.582
"13928",0.636,0.63,-6.396,104.845,0.454
"13929",0.626,0.938,-3.005,124.932,0.518
"13930",0.654,0.916,-2.195,126.108,0.408
"13931",0.664,0.843,-5.716,121.984,0.278
"13932",0.623,0.681,-3.49,121.98,0.453
"13933",0.719,0.704,-4.724,133.002,0.628
"13934",0.863,0.584,-4.785,94,0.698
"13935",0.635,0.945,-2.298,125.024,0.686
"13936",0.595,0.797,-2.565,122.801,0.221
"13937",0.854,0.623,-5.39,113.047,0.822
"13938",0.743,0.748,-4.822,126.086,0.476
"13939",0.571,0.937,-2.682,125.027,0.512
"13940",0.689,0.832,-5.149,123.936,0.657
"13941",0.791,0.862,-3.24,123.994,0.592
"13942",0.562,0.906,-2.085,124.146,0.674
"13943",0.623,0.781,-6.806,87.683,0.829
"13944",0.854,0.766,-4.697,118.004,0.784
"13945",0.949,0.755,-4.975,115.005,0.908
"13946",0.662,0.884,-4.104,128.029,0.484
"13947",0.596,0.752,-4.904,127.06,0.306
"13948",0.432,0.783,-4.282,122.007,0.704
"13949",0.779,0.666,-7.361,123.024,0.507
"13950",0.778,0.756,-4.754,119.948,0.418
"13951",0.804,0.657,-6.021,123.013,0.36
"13952",0.686,0.956,-1.499,122.075,0.822
"13953",0.701,0.833,-6.586,122.034,0.206
"13954",0.652,0.855,-4.832,134.009,0.279
"13955",0.762,0.821,-4.087,121.98,0.858
"13956",0.845,0.744,-9.539,126,0.694
"13957",0.689,0.901,-1.431,125.115,0.651
"13958",0.617,0.759,-6.785,122.925,0.324
"13959",0.71,0.882,-2.932,128.016,0.875
"13960",0.665,0.756,-6.563,114.962,0.319
"13961",0.771,0.866,-4.2,119.959,0.822
"13962",0.654,0.859,-4.321,114.87,0.704
"13963",0.525,0.773,-5.623,119.947,0.381
"13964",0.763,0.538,-8.865,122.986,0.069
"13965",0.703,0.868,-4.661,121.03,0.733
"13966",0.728,0.943,-5.592,123.027,0.39
"13967",0.855,0.624,-4.093,117.959,0.962
"13968",0.659,0.617,-5.862,119.858,0.187
"13969",0.69,0.876,-4.159,123.994,0.493
"13970",0.707,0.59,-10.947,120.006,0.318
"13971",0.625,0.833,-5.389,126.013,0.581
"13972",0.71,0.875,-10.135,116.018,0.357
"13973",0.841,0.571,-8.066,125.032,0.772
"13974",0.721,0.867,-4.302,127.033,0.639
"13975",0.706,0.88,-4.981,125.994,0.739
"13976",0.696,0.694,-6.631,154.941,0.736
"13977",0.621,0.831,-4.676,122.072,0.589
"13978",0.5,0.791,-3.711,149.093,0.444
"13979",0.495,0.883,-4.722,135.899,0.642
"13980",0.726,0.605,-5.673,93.93,0.588
"13981",0.649,0.659,-5.331,144,0.574
"13982",0.654,0.631,-6.611,99.94,0.487
"13983",0.501,0.9,-4.366,160.096,0.943
"13984",0.753,0.719,-5.125,99.948,0.579
"13985",0.541,0.597,-5.876,151.913,0.123
"13986",0.708,0.937,-3.218,93.019,0.811
"13987",0.49,0.315,-7.682,101.962,0.316
"13988",0.667,0.622,-5.294,76.471,0.611
"13989",0.69,0.897,-4.696,140.05,0.849
"13990",0.706,0.841,-3.956,132.032,0.861
"13991",0.862,0.784,-5.855,110.175,0.862
"13992",0.729,0.801,-5.698,123.995,0.764
"13993",0.493,0.956,-4.221,160.006,0.47
"13994",0.699,0.854,-3.874,112.027,0.747
"13995",0.806,0.608,-7.008,95.049,0.849
"13996",0.617,0.906,-4.822,119.017,0.807
"13997",0.578,0.866,-3.804,128.038,0.619
"13998",0.584,0.75,-5.448,89.925,0.477
"13999",0.469,0.977,-4.969,144.167,0.332
"14000",0.688,0.723,-6.682,140.023,0.618
"14001",0.432,0.781,-4.038,139.432,0.197
"14002",0.619,0.786,-4.938,83.048,0.628
"14003",0.682,0.701,-5.988,99.532,0.623
